,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
1963,0,0,0,0,0,0,0,0,0,0,0,0.091525424,0.189830508,0.261016949,0.325423729,0.420338983,0.508474576,0.593220339,0.725423729,1.186440678,2.055612005,2.613218038,2.780672481,3.192230618,3.516436231,4.029848101,5.47582585,7.253259816,7.636506068,7.799126775,8.574596217,9.800293688,11.08330546,11.97374878,13.8789315,15.4108807,20.66756915,20.68655883,18.85249663,17.99334376,17.24424791,17.68037765,17.59206311,17.69504291,19.31207478,21.89357534,23.55848979,27.27810729,29.56320287,33.70485939,42.65147883,50.0348534,54.6080648,57.34814296,62.89297505,64.27927739,53.48670737,58.28277838,58.09786046,58.22270483,58.34419379,63.8285661,67.62851741
1964,0,0,0,0,0,0,0,0,0,0,0,0,0.090062112,0.155279503,0.214285714,0.301242236,0.381987578,0.459627329,0.580745342,1.00310559,1.799396092,2.310246339,2.463659571,2.840708175,3.137728845,3.608090651,4.932821819,6.561216291,6.912326988,7.061311797,7.771757404,8.894679,10.07010904,10.88588786,12.63131923,14.03481307,18.85072329,18.86812067,17.18784629,16.40073419,15.71445072,16.11401058,16.0331013,16.12744615,17.60888838,19.97392772,21.49923754,24.90696165,27.00044984,30.79482459,38.99126166,45.7555334,49.94527675,52.45559681,57.53548956,58.80554916,48.9179462,53.31186218,53.1424498,53.25682585,53.36812785,58.39263043,61.87395229
1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05982906,0.113960114,0.193732194,0.267806268,0.339031339,0.45014245,0.837606838,1.568106956,2.036750203,2.177488268,2.523384707,2.795865208,3.227365213,4.442645657,5.936500415,6.258601966,6.395277489,7.04702531,8.077169909,9.155484649,9.903862936,11.50508488,12.79262053,17.21063504,17.22659503,15.68514674,14.96306669,14.33348471,14.7000325,14.62580803,14.712358,16.07140188,18.2410391,19.64032618,22.76650043,24.68702236,28.16790176,35.68714033,41.89254061,45.73612283,48.03903753,52.69922404,53.86434994,44.79367144,48.82455733,48.66914198,48.77406816,48.87617427,53.48554701,56.67923828
1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051075269,0.126344086,0.196236559,0.26344086,0.36827957,0.733870968,1.423133176,1.865320756,1.99811393,2.324483958,2.581582495,2.988723628,4.135399531,5.544923779,5.848842177,5.977802146,6.592757753,7.564749027,8.58219116,9.288322286,10.79915267,12.01400486,16.18261532,16.19767434,14.7432433,14.06192583,13.46788476,13.81374034,13.74370596,13.82537005,15.10769371,17.15485141,18.47514647,21.42484315,23.23694851,26.52132666,33.61609209,39.47118751,43.09779332,45.27070477,49.66781623,50.76716889,42.20854482,46.01188071,45.8652388,45.96424173,46.06058379,50.40975,53.42315225
1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071611253,0.138107417,0.202046036,0.301790281,0.649616368,1.305385017,1.72608522,1.852425529,2.162936144,2.407541402,2.794898184,3.885853263,5.226884005,5.51603399,5.638727362,6.223800215,7.148559176,8.116560388,8.788378236,10.22579231,11.38161076,15.34765448,15.36198173,13.97822636,13.33001639,12.76484177,13.09389107,13.02725989,13.10495565,14.3249669,16.27264635,17.52878386,20.33514489,22.05919398,25.18397319,31.93398019,37.50455692,40.9549338,43.0222562,47.20569729,48.25162872,40.10889687,43.72741592,43.58789983,43.68209188,43.77375235,47.91157801,50.77854894
1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062052506,0.121718377,0.214797136,0.539379475,1.151325875,1.543912461,1.661809981,1.951570483,2.179829804,2.541301169,3.559352329,4.810767651,5.080594964,5.195089257,5.741064162,6.604025389,7.507339169,8.134262268,9.475620028,10.55420002,14.25520979,14.26857961,12.97729476,12.37240193,11.84499554,12.15205587,12.08987737,12.16238105,13.3008641,15.11838836,16.2905835,18.90940728,20.51824546,23.43420888,29.73314142,34.93146003,38.1512628,40.08043478,43.98431417,44.96035043,37.36176295,40.73847165,40.60827884,40.69617643,40.78171162,44.64302387,47.31840725
1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056179775,0.143820225,0.449438202,1.02563043,1.395279373,1.506288499,1.779119174,1.994041996,2.334393685,3.292963204,4.471262125,4.725324247,4.833128985,5.347204234,6.159745254,7.01028115,7.600575035,8.86356133,9.879123163,13.36389416,13.37648282,12.16064383,11.59109306,11.09450142,11.38362114,11.32507555,11.39334305,12.465308,14.17663983,15.28034716,17.74616101,19.26099966,22.00659218,27.9374972,32.83209383,35.86377329,37.6802296,41.35601717,42.27502658,35.12040152,38.29981938,38.17723334,38.25999534,38.34053296,41.97624045,44.4953093
1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082978723,0.372340426,0.917884131,1.267870896,1.372975281,1.631293686,1.834784443,2.157032319,3.064614097,4.180237544,4.420785723,4.522856167,5.009586987,5.77890774,6.584202365,7.143097639,8.338903812,9.300446399,12.59985723,12.61177629,11.46060959,10.92135406,10.45117688,10.72491789,10.66948642,10.73412268,11.74906821,13.36937175,14.41437125,16.74902479,18.18328691,20.78283727,26.39826863,31.03251437,33.90293429,35.62277058,39.10303753,39.97316347,33.19910356,36.20940345,36.09333795,36.17169771,36.24795142,39.69027021,42.07534604
1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26719057,0.770934266,1.094104757,1.191155957,1.429681792,1.61758092,1.915137897,2.753180011,3.783323469,4.005440648,4.09969037,4.549127473,5.259502236,6.003094522,6.519166779,7.623349296,8.511217696,11.55782495,11.56883076,10.5058674,10.00793008,9.573778256,9.826545006,9.775360744,9.835044518,10.77222408,12.26837863,13.23330941,15.38907987,16.71344764,19.11381831,24.29899068,28.57815669,31.22864266,32.81670368,36.0303097,36.83376587,30.57874003,33.35838826,33.25121579,33.32357156,33.39398265,36.57254813,38.77487748
1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397527971,0.652557087,0.729144778,0.917376794,1.065656881,1.300473162,1.961811823,2.774746738,2.950029907,3.024406819,3.37907889,3.939669206,4.526473041,4.933730063,5.805092701,6.505751639,8.909973489,8.918658691,8.079824041,7.686878155,7.344268422,7.543738617,7.503346696,7.550445984,8.290018696,9.470704999,10.2321775,11.93339791,12.97851914,14.87276515,18.96462985,22.3415221,24.43314591,25.68635996,28.22236843,28.85641369,23.92027702,26.11382887,26.02925401,26.08635337,26.14191809,28.65027442,30.38823665
1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182485876,0.237288136,0.371977401,0.478079096,0.646101695,1.119322034,1.701016949,1.826440678,1.879661017,2.133446328,2.534576271,2.954463277,3.245875706,3.869378531,4.370734463,6.091073446,6.097288136,5.497060686,5.215888578,4.970734463,5.113465199,5.084562792,5.118264649,5.6474653,6.492304422,7.037175449,8.254482324,9.002317971,10.35774415,13.28567461,15.7020071,17.19866681,18.0954031,19.9100419,20.36373246,16.83168389,18.40127813,18.34076066,18.38161806,18.42137735,20.21622967,21.45982713
1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046344959,0.160248447,0.249976111,0.392068801,0.792259914,1.28418538,1.390253225,1.435260392,1.649880554,1.989106546,2.344194935,2.590635452,3.117916866,3.541901577,4.996751075,5.002006689,4.494408702,4.256628181,4.049307215,4.170011181,4.145569108,4.174069961,4.621602284,5.336062507,5.796846892,6.826294178,7.458720883,8.60497236,11.08105306,13.12448761,14.3901769,15.14852532,16.68312191,17.06679716,14.07982823,15.40719651,15.35601833,15.39057046,15.42419394,16.94205758,17.99373818
1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108858447,0.194611872,0.330410959,0.712876712,1.183013699,1.284383562,1.32739726,1.532511416,1.856712329,2.196073059,2.431598174,2.935525114,3.340730594,4.731141553,4.736164384,4.251049048,4.023800357,3.8256621,3.941019818,3.917660339,3.944898826,4.372608941,5.055424122,5.495799335,6.479650098,7.084065209,8.179546644,10.54595619,12.49888245,13.70851153,14.433271,15.89989687,16.26657829,13.4119089,14.68048507,14.63157368,14.66459542,14.69672964,16.14736371,17.15246302
1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077334871,0.199802339,0.544720804,0.968703673,1.060121891,1.098912864,1.283890628,1.576264207,1.882309339,2.094712568,2.549168177,2.914593971,4.168506012,4.173035744,3.735544974,3.530605659,3.351918959,3.455951821,3.43488558,3.45945002,3.845171134,4.460953231,4.85809609,5.745360614,6.290439305,7.278375535,9.412470785,11.17367508,12.2645529,12.91816154,14.24080636,14.57149006,11.99706823,13.1411062,13.09699653,13.12677647,13.15575602,14.46397897,15.37040604
1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113676324,0.433835334,0.827383228,0.912239125,0.948245547,1.119944958,1.391330938,1.675407079,1.87256326,2.294396453,2.633590704,3.797492546,3.801697118,3.395610968,3.205382915,3.039522972,3.136087991,3.116533958,3.139335077,3.497367778,4.068946879,4.437581433,5.261155001,5.767106035,6.684124742,8.66502716,10.29980604,11.31237683,11.91906715,13.14676789,13.45371396,11.06409315,12.12600806,12.08506474,12.11270697,12.13960627,13.35392039,14.19528095
1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287479407,0.640856672,0.717051071,0.749382208,0.903555739,1.147240527,1.402320154,1.579352004,1.958127403,2.262699066,3.307797913,3.311573311,2.946937608,2.77612671,2.627196595,2.713904929,2.696346836,2.716820576,3.038307791,3.551544078,3.882550983,4.622059896,5.076366971,5.899782794,7.678488487,9.146400524,10.05561514,10.60037874,11.70276433,11.97837948,9.832674522,10.78619656,10.74943244,10.77425315,10.79840675,11.88877215,12.64425248
1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274472169,0.333653231,0.358765195,0.478513542,0.667786308,0.865909576,1.003412241,1.297611431,1.53417573,2.345915974,2.348848369,2.065631642,1.932960861,1.817285135,1.884632491,1.87099492,1.886897107,2.13659991,2.535236411,2.792333265,3.366718307,3.719583815,4.359140315,5.740681397,6.880825487,7.587022889,8.010147017,8.866382532,9.080455976,7.413862361,8.154473847,8.125918736,8.145197262,8.163957643,9.010856932,9.597647158
1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046435743,0.066139558,0.160098728,0.308609438,0.464064592,0.571954485,0.802794511,0.988411981,1.625334672,1.627635542,1.405412779,1.30131417,1.210550535,1.263393867,1.252693303,1.265170772,1.461097218,1.773882787,1.97561089,2.426295539,2.703167421,3.204988109,4.288998505,5.183599516,5.737709224,6.069708729,6.741544125,6.909514403,5.601840798,6.182953124,6.160547683,6.175674358,6.190394476,6.85490431,7.315322544
1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018829456,0.108619173,0.250539698,0.399096506,0.502198769,0.722795235,0.900175901,1.508835052,1.511033821,1.298672226,1.199193008,1.112457024,1.162955425,1.1527297,1.16465348,1.35188566,1.650791322,1.843567711,2.274253161,2.538838812,3.018391131,4.054298404,4.90920136,5.438722367,5.755989344,6.398011944,6.558528515,5.308883123,5.864208503,5.842797306,5.857252732,5.871319643,6.506341754,6.94632886
1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088130273,0.227427899,0.37323916,0.474435943,0.690955464,0.865057877,1.462468119,1.464626251,1.256189408,1.158548712,1.073415735,1.122980852,1.112944113,1.124647524,1.30841938,1.601800829,1.791014429,2.213740183,2.473435905,2.944125397,3.960887592,4.799990694,5.31972538,5.631128799,6.261285885,6.418835875,5.192285754,5.73734791,5.716332424,5.730520692,5.744327626,6.367613601,6.799469103
1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128015578,0.262017237,0.35501785,0.554000938,0.71400238,1.263026937,1.265010277,1.073455233,0.98372269,0.905484836,0.951035556,0.941811717,0.95256724,1.121454975,1.391074759,1.564963497,1.953451681,2.192114025,2.62468125,3.559093443,4.330235578,4.80787571,5.094057821,5.673176978,5.817966618,4.690757724,5.191673992,5.172360601,5.185399728,5.198088405,5.770892958,6.167771451
1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118794156,0.20124037,0.37764138,0.519484671,1.006201848,1.007960104,0.838144147,0.758595119,0.689236278,0.729617564,0.721440514,0.730975421,0.880696522,1.119717852,1.273872406,1.618272068,1.829849239,2.213325525,3.041693689,3.725320892,4.148754877,4.402458919,4.915855336,5.044213173,4.044928309,4.488996883,4.471875318,4.483434668,4.49468334,5.002481782,5.354319558
1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073692031,0.231362688,0.358144984,0.793182273,0.794753836,0.642969028,0.571866558,0.509872275,0.545965854,0.538657048,0.547179534,0.681003169,0.894645088,1.032431429,1.340262553,1.529374348,1.872132919,2.612544512,3.223583817,3.602057356,3.828822969,4.287706683,4.402435417,3.509255149,3.906172286,3.890868698,3.90120067,3.911254952,4.365135087,4.679614541
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146849053,0.264929742,0.67010858,0.67157228,0.530205106,0.463982699,0.406243347,0.439859671,0.433052499,0.440990051,0.565628803,0.764607572,0.892937054,1.179640424,1.355772675,1.675006274,2.364600284,2.933701374,3.286198672,3.4974004,3.924788982,4.031643397,3.199765873,3.569440906,3.555187668,3.564810513,3.574174727,3.996903146,4.289798544
1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102960969,0.456258412,0.457534692,0.334268972,0.276526057,0.226179979,0.255491878,0.249556335,0.256477518,0.365156818,0.538657217,0.650554665,0.900546911,1.05412619,1.33248331,1.933777794,2.430007955,2.737369502,2.921527764,3.294191089,3.387363259,2.662004048,2.984343795,2.971915622,2.980306304,2.988471471,3.357071347,3.612462758
1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320317267,0.321474406,0.209715492,0.157362856,0.111716564,0.138292209,0.132910747,0.13918584,0.23771997,0.395024176,0.496476041,0.72313161,0.862374325,1.114746918,1.659910801,2.109818073,2.388487541,2.555454702,2.893330054,2.977804639,2.320157422,2.612406881,2.601138874,2.608746289,2.616149241,2.950340465,3.181891189
1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087641,-0.083769089,-0.123420646,-0.157992861,-0.137864634,-0.14194052,-0.137187804,-0.062558673,0.056582544,0.133421549,0.305089052,0.410550609,0.601696025,1.014599724,1.355356664,1.566419168,1.692879047,1.948783714,2.012764234,1.514666366,1.736014269,1.727479951,1.733241759,1.738848709,1.991963041,2.167338105
1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08457138,-0.124188217,-0.158730159,-0.138619557,-0.142691874,-0.13794332,-0.063379537,0.055657355,0.132429076,0.303946261,0.409315471,0.600293511,1.012835654,1.353294213,1.564171901,1.690521046,1.946201633,2.010126129,1.512464416,1.733618498,1.725091653,1.730848416,1.736450455,1.98934315,2.164564648
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043276817,-0.081009898,-0.059041389,-0.063489925,-0.058302678,0.02314964,0.153183691,0.237047926,0.424410633,0.539514321,0.748135765,1.198790391,1.570702031,1.80106154,1.939083383,2.218384883,2.288215009,1.744577087,1.98616237,1.976847777,1.983136375,1.989255956,2.265512006,2.456921247
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039439915,-0.016477673,-0.021127436,-0.015705547,0.069431219,0.205347285,0.293005071,0.48884302,0.609153357,0.827211671,1.298251397,1.686986243,1.927765932,2.072031112,2.363966653,2.436955504,1.868726437,2.121239689,2.111503756,2.118076815,2.124473212,2.413225544,2.613293071
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023905055,0.019064376,0.024708884,0.113341305,0.254837988,0.34609494,0.549973857,0.67522405,0.902235683,1.392615966,1.797311989,2.047977921,2.198166527,2.502088734,2.578074455,1.986514306,2.249395573,2.239259889,2.246102834,2.252761862,2.55337016,2.761652317
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004727664,0.000785062,0.087348187,0.225541355,0.314667736,0.513786703,0.636112687,0.857824292,1.336755693,1.7320033,1.976816948,2.123499109,2.420325661,2.494537348,1.916788321,2.173532114,2.163633067,2.17031625,2.17681981,2.470409823,2.673829228
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005538912,0.092513222,0.231362824,0.320912566,0.520977372,0.643884419,0.866649181,1.347855564,1.744980645,1.990957187,2.138336106,2.43657262,2.511136821,1.930643417,2.188606774,2.178660706,2.185375634,2.191910087,2.486894687,2.691280359
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086495221,0.224579983,0.313636449,0.512599218,0.634829244,0.856366928,1.334922634,1.72986019,1.974481795,2.121048892,2.417642599,2.491796071,1.914500257,2.171042648,2.161151367,2.167829307,2.174327765,2.467687472,2.670947306
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127091919,0.209058654,0.392182119,0.504681487,0.708582691,1.149040869,1.512537688,1.737685116,1.872584096,2.14556616,2.213816319,1.682478672,1.91859788,1.909494038,1.915640351,1.921621471,2.191626991,2.378705434
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072724091,0.235198385,0.335012222,0.515921339,0.906713049,1.229221633,1.428981231,1.548668878,1.790869233,1.851423442,1.379999916,1.589494105,1.58141682,1.58687007,1.592176753,1.831736203,1.997719509
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151459537,0.24450661,0.413151203,0.77744964,1.078094127,1.264311253,1.375884815,1.601665477,1.658114483,1.21865057,1.413942343,1.406412648,1.411496201,1.416443124,1.639761918,1.794492577
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080807939,0.227269528,0.54364924,0.804747852,0.966470536,1.063368045,1.259450195,1.308474068,0.926815922,1.0964196,1.089880339,1.094295216,1.098591436,1.292535545,1.426913396
